,company name,ratings,company_type,location,other_loc
254,Alstom Transportation,3.7,Engineering & Construction, Bangalore / Bengaluru ,80 other locations
255,Marpu Foundation,4.9,Non-Profit, Bangalore / Bengaluru ,62 other locations
256,GeBBS Healthcare Solutions,3.7,BPO, Bangalore / Bengaluru ,26 other locations
257,Tata Technologies,3.5,Engineering & Construction, Bangalore / Bengaluru ,55 other locations
258,Croma,3.8,Retail, Bangalore / Bengaluru ,189 other locations
259,Tata AIG,4.0,Insurance, Bangalore / Bengaluru ,260 other locations
260,Max Healthcare,3.9,Healthcare, Bangalore / Bengaluru ,78 other locations
261,UPL,4.1,Agro Chemicals, Bangalore / Bengaluru ,185 other locations
262,PepsiCo,4.0,Food Processing, Bangalore / Bengaluru ,275 other locations
263,Titan Company,4.2,Retail, Bangalore / Bengaluru ,183 other locations
264,Amazon Transportation Services,4.2,Logistics, Bangalore / Bengaluru ,227 other locations
265,Bajaj General Insurance Limited,3.8,Insurance, Bangalore / Bengaluru ,273 other locations
266,Dilip Buildcon,3.9,Engineering & Construction, Bangalore / Bengaluru ,226 other locations
267,Walmart,3.5,Retail, Bangalore / Bengaluru ,93 other locations
268,Mankind Pharma,3.8,Pharma, Bangalore / Bengaluru ,247 other locations
269,Varroc Group,3.6,Auto Components, Bangalore / Bengaluru ,61 other locations
270,Future Group,4.2,Retail, Bangalore / Bengaluru ,207 other locations
271,S&P Global,4.0,Analytics & KPO, Bangalore / Bengaluru ,47 other locations
272,MSN Laboratories,3.6,Pharma, Bangalore / Bengaluru ,104 other locations
273,Jindal Stainless,4.1,Iron & Steel, Bangalore / Bengaluru ,76 other locations
274,Afcons Infrastructure,4.2,Engineering & Construction, Bangalore / Bengaluru ,121 other locations
275,Societe Generale Global Solution Centre,3.6,IT Services & Consulting, Bangalore / Bengaluru ,24 other locations
276,Torrent Pharmaceuticals,4.0,Pharma, Bangalore / Bengaluru ,128 other locations
277,Quest Global,3.5,IT Services & Consulting, Bangalore / Bengaluru ,47 other locations
278,CMS IT Services,3.1,IT Services & Consulting, Bangalore / Bengaluru ,152 other locations
279,Square Yards,3.6,Internet, Bangalore / Bengaluru ,51 other locations
280,ACC,3.9,Building Material, Bangalore / Bengaluru ,272 other locations
281,I Process Services,3.8,Recruitment, Bangalore / Bengaluru ,404 other locations
282,HDFC Sales,3.9,Financial Services, Bangalore / Bengaluru ,345 other locations
283,IDFC FIRST Bharat,4.2,Financial Services, Bangalore / Bengaluru ,420 other locations
284,Zensar Technologies,3.7,IT Services & Consulting, Bangalore / Bengaluru ,28 other locations
285,Shoppers Stop,4.0,Retail, Bangalore / Bengaluru ,83 other locations
