,company name,ratings,company_type,location,other_loc
399,Sobha,3.8,Real Estate, Pune ,37 other locations
400,Unacademy,2.9,EdTech, Pune ,72 other locations
401,CorroHealth infotech,3.7,Analytics & KPO, Pune ,31 other locations
402,Radisson Hotels,4.0,Hospitality, Pune ,125 other locations
403,Apollo Pharmacy,3.7,Pharma, Pune ,279 other locations
404,TaskUs,3.1,BPO, Pune ,35 other locations
405,Myntra,3.9,Internet, Pune ,104 other locations
406,Lava International,3.9,Consumer Electronics & Appliances, Pune ,222 other locations
407,Panasonic Life Solutions India,3.9,Consumer Electronics & Appliances, Pune ,168 other locations
408,TCE,3.8,Engineering & Construction, Pune ,131 other locations
409,Endurance Technologies,3.9,Auto Components, Pune ,47 other locations
410,Team Computers,3.6,IT Services & Consulting, Pune ,101 other locations
411,SBI Securities,3.6,Financial Services, Pune ,315 other locations
412,Lodha,4.1,Real Estate, Pune ,30 other locations
413,Whirlpool,4.0,Consumer Electronics & Appliances, Pune ,174 other locations
414,Star Union Dai-ichi Life Insurance,3.8,Insurance, Pune ,315 other locations
415,GlaxoSmithKline Pharmaceuticals,4.0,Pharma, Pune ,216 other locations
416,Indian Railways,4.2,Railways, Pune ,247 other locations
417,Adani Wilmar,4.0,FMCG, Pune ,198 other locations
418,Nokia Networks,4.1,Hardware & Networking, Pune ,87 other locations
419,Cisco,4.1,Hardware & Networking, Pune ,46 other locations
420,Renault Nissan Technology & Business Centre India,3.8,IT Services & Consulting, Pune ,18 other locations
421,Bharti AXA Life Insurance,3.6,Insurance, Pune ,242 other locations
422,SBI General Insurance,3.5,Insurance, Pune ,284 other locations
423,Huawei Technologies,4.0,Telecom, Pune ,105 other locations
424,Meesho,3.7,Internet, Pune ,132 other locations
425,Coromandel International,4.1,Agro Chemicals, Pune ,180 other locations
426,Daikin Airconditioning India Pvt. Ltd.,4.1,Consumer Electronics & Appliances, Pune ,107 other locations
427,Ambuja Cements,3.8,Building Material, Pune ,252 other locations
428,ValueLabs,3.5,IT Services & Consulting, Pune ,20 other locations
429,Sify Technologies,3.7,IT Services & Consulting, Pune ,131 other locations
430,Allstate,3.7,Insurance, Pune ,15 other locations
431,Bank of Baroda,3.5,Banking, Pune ,296 other locations
432,BNP Paribas,3.7,Banking, Pune ,27 other locations
433,Simplex Infrastructures,3.4,Engineering & Construction, Pune ,139 other locations
