,company name,ratings,company_type,location,other_loc
408,Indian Railways,4.2,Railways, Chennai ,248 other locations
409,Renault Nissan Technology & Business Centre India,3.8,IT Services & Consulting, Chennai ,18 other locations
410,GlaxoSmithKline Pharmaceuticals,4.0,Pharma, Chennai ,216 other locations
411,Nokia Networks,4.1,Hardware & Networking, Chennai ,87 other locations
412,Bharti AXA Life Insurance,3.6,Insurance, Chennai ,242 other locations
413,Cisco,4.1,Hardware & Networking, Chennai ,46 other locations
414,SBI General Insurance,3.5,Insurance, Chennai ,284 other locations
415,Daikin Airconditioning India Pvt. Ltd.,4.1,Consumer Electronics & Appliances, Chennai ,107 other locations
416,Coromandel International,4.1,Agro Chemicals, Chennai ,180 other locations
417,Shahi Exports,3.9,Fashion & Textile, Chennai ,70 other locations
418,Huawei Technologies,4.0,Telecom, Chennai ,105 other locations
419,Ambuja Cements,3.8,Building Material, Chennai ,252 other locations
