,company_name,ratings,company_type,location,other_loc
7433,Dey's Medical,4.0,Pharma, New Delhi ,22 other locations
7434,Lubi Electronics,3.6,Electronics Manufacturing, New Delhi ,12 other locations
7435,Myclassboard Educational Solutions,3.4,EdTech, New Delhi ,7 other locations
7436,Sunstar Precision Forge,3.4,Auto Components, New Delhi ,3 other locations
7437,Run Service Infocare,3.7,IT Services & Consulting, New Delhi ,14 other locations
7438,Sacred Heart School,4.0,Education & Training, New Delhi ,35 other locations
7439,Maxivision Eye Hospital,3.4,Healthcare, New Delhi ,16 other locations
7440,MIPL,4.1,Recruitment, New Delhi ,29 other locations
7441,Doosan Heavy Industries & Construction,4.6,Engineering & Construction, New Delhi ,21 other locations
7442,Sd Biosensor Healthcare,3.3,Medical Equipment, New Delhi ,13 other locations
7443,Dataman Computer Systems,2.9,IT Services & Consulting, New Delhi ,7 other locations
7444,Bharti Retail,4.5,Retail, New Delhi ,36 other locations
7445,Avon Beauty Products,4.0,Beauty & Personal Care, New Delhi ,17 other locations
7446,Young Minds Technology Solutions,3.8,Software Product, New Delhi ,7 other locations
7447,Ravenbhel Healthcare,3.7,Pharma, New Delhi ,4 other locations
7448,Creative Textile Mill,3.8,Fashion & Textile, New Delhi ,6 other locations
7449,HTIS Telecom,3.3,Telecom, New Delhi ,25 other locations
7450,Smartchem Technologies,3.2,Agro Chemicals, New Delhi ,24 other locations
7451,Logicserve Digital,2.9,Marketing & Advertising, New Delhi ,7 other locations
7452,Howe Engineering Projects,4.4,Engineering & Construction, New Delhi ,15 other locations
7453,GreenPoint Global,2.5,IT Services & Consulting, New Delhi ,4 other locations
7454,Knowlarity,4.0,BPO, New Delhi ,7 other locations
7455,BeyondSkool,3.0,Internet, New Delhi ,7 other locations
7456,Safety Circle,3.0,Facility Management Services, New Delhi ,17 other locations
7457,Realistic Realtors,3.6,Real Estate, New Delhi ,13 other locations
7458,RDP Workstations,2.6,Consumer Electronics & Appliances, New Delhi ,5 other locations
7459,Russell Tobin,3.2,Recruitment, New Delhi ,8 other locations
7460,Kayem Food Industries,3.9,Food Processing, New Delhi ,8 other locations
7461,Berkowits Hair & Skin Clinic,3.5,Fitness & Wellness, New Delhi ,11 other locations
7462,Hindustan Composites,3.8,Auto Components, New Delhi ,13 other locations
7463,Elica PB Whirlpool Kitchen Appliances,3.8,Consumer Electronics & Appliances, New Delhi ,26 other locations
7464,Paytail,3.1,FinTech, New Delhi ,10 other locations
7465,BASIC Home Loan,3.7,FinTech, New Delhi ,9 other locations
7466,Messer Cutting Systems,3.9,Financial Services, New Delhi ,9 other locations
7467,Wise Finserv,4.0,Financial Services, New Delhi ,6 other locations
7468,Right Advisors,4.7,Recruitment, New Delhi ,7 other locations
7469,Prakash Chemicals International,3.4,Chemicals, New Delhi ,8 other locations
7470,Parsons Nutritionals,4.0,FMCG, New Delhi ,9 other locations
7471,Prasar Bharati,3.9,Broadcasting, New Delhi ,32 other locations
7472,Nunhems India,4.0,Analytics & KPO, New Delhi ,24 other locations
7473,JellyFish Technologies,4.2,IT Services & Consulting, New Delhi ,2 other locations
7474,Learning Saint,4.4,Education & Training, New Delhi ,3 other locations
7475,Celsius Healthcare,4.1,Pharma, New Delhi ,11 other locations
7476,Citizen Industries,3.3,Industrial Machinery, New Delhi ,10 other locations
7477,Connect Hyderabad,3.2,Internet, New Delhi ,30 other locations
7478,Toast,4.0,Software Product, New Delhi ,3 other locations
7479,Yashaswi Academy For Skills,3.7,Education & Training, New Delhi ,28 other locations
7480,LeadsGuru,4.1,EdTech, New Delhi ,22 other locations
7481,Access Infotech,2.8,IT Services & Consulting, New Delhi ,14 other locations
7482,Grew Energy,4.1,Power, New Delhi ,10 other locations
7483,Boston Ivy Healthcare Solutions,3.8,Healthcare, New Delhi ,19 other locations
7484,The Man Company,4.0,Beauty & Personal Care, New Delhi ,17 other locations
7485,WebMobril Technologies,3.1,IT Services & Consulting, New Delhi ,6 other locations
7486,CHC Healthcare,4.2,Healthcare, New Delhi ,26 other locations
7487,Eagle Information Systems,3.3,IT Services & Consulting, New Delhi ,19 other locations
7488,Millennium Aero Dynamics,4.1,Aviation, New Delhi ,16 other locations
7489,Uttamenergy Limited,3.6,Financial Services, New Delhi ,8 other locations
7490,PayCraft Solutions,2.9,IT Services & Consulting, New Delhi ,7 other locations
7491,ACS Technologies,3.9,IT Services & Consulting, New Delhi ,18 other locations
7492,Suraksha Gold Industries Private Limited,3.2,Building Material, New Delhi ,28 other locations
7493,Dakshin Haryana Bijli Vitran Nigam,4.0,Power, New Delhi ,20 other locations
7494,Neel Auto,3.5,Industrial Machinery, New Delhi ,11 other locations
7495,VIVO Healthcare,2.9,Healthcare, New Delhi ,16 other locations
7496,Mando Softtech,4.2,Auto Components, New Delhi ,3 other locations
7497,Nova Benefits,3.5,Insurance, New Delhi ,4 other locations
7498,Sara Suole,3.6,Fashion & Textile, New Delhi ,14 other locations
7499,Punch Ratna Fasteners,4.0,Industrial Machinery, New Delhi ,4 other locations
7500,Wellversed,4.7,Fitness & Wellness, New Delhi ,2 other locations
7501,SSPL,3.5,Industrial Automation, New Delhi ,24 other locations
7502,Dura-Line,4.2,Chemicals, New Delhi ,8 other locations
7503,MDeverywhere India,3.9,IT Services & Consulting, New Delhi ,5 other locations
7504,SE2 DIGITAL SERVICE LLP,3.3,IT Services & Consulting, New Delhi ,2 other locations
7505,AdsRole,4.1,Marketing & Advertising, New Delhi ,2 other locations
7506,Silver Spark Apparel,3.7,Fashion & Textile, New Delhi ,8 other locations
7507,Harness,4.2,Software Product, New Delhi ,6 other locations
7508,Sri Scl Infratech,4.0,Engineering & Construction, New Delhi ,20 other locations
7509,UNIMARCK PHARMA,3.6,Pharma, New Delhi ,21 other locations
7510,MSS,3.8,Engineering & Construction, New Delhi ,13 other locations
7511,Yamato Logistics,3.6,Logistics, New Delhi ,11 other locations
7512,Garments India,4.5,Fashion & Textile, New Delhi ,29 other locations
7513,Kuku FM,3.9,Media & Entertainment, New Delhi ,9 other locations
7514,Labindia Instruments,4.0,Industrial Automation, New Delhi ,14 other locations
7515,OTO Capital,3.6,Internet, New Delhi ,11 other locations
7516,Apollo International,3.2,Non-Profit, New Delhi ,11 other locations
7517,TeraSoftware,3.7,IT Services & Consulting, New Delhi ,25 other locations
7518,Weaverbird Engineering Technology,3.4,IT Services & Consulting, New Delhi ,11 other locations
7519,Gia India Laboratory,3.9,Jewellery, New Delhi ,5 other locations
7520,TRDP Happy world,3.5,Food Processing, New Delhi ,16 other locations
7521,L&T Sargent & Lundy,3.8,Engineering & Construction, New Delhi ,7 other locations
7522,Stirring Minds,4.5,Other, New Delhi ,1 other locations
7523,Deltatech Gaming,3.4,Gaming, New Delhi ,6 other locations
7524,Encardio Rite Electronics,4.3,Engineering & Construction, New Delhi ,7 other locations
7525,K K Nag,4.0,Petrochemicals, New Delhi ,10 other locations
7526,AAFT Online,4.4,EdTech, New Delhi ,5 other locations
7527,Nspire Automation,1.8,Software Product, New Delhi ,3 other locations
7528,Harsh Constructions,4.2,Engineering & Construction, New Delhi ,17 other locations
7529,Sugar Factory,4.0,Hospitality, New Delhi ,43 other locations
7530,CS Construction,3.6,Engineering & Construction, New Delhi ,16 other locations
7531,Sdm Process Solutions,3.7,IT Services & Consulting, New Delhi ,2 other locations
7532,Bhagwan Mahaveer Cancer Hospital & Research Centre,3.8,Healthcare, New Delhi ,5 other locations
7533,Madison World,3.9,Marketing & Advertising, New Delhi ,7 other locations
7534,Orb Energy,4.0,Power, New Delhi ,17 other locations
7535,RDSolutions,4.2,IT Services & Consulting, New Delhi ,4 other locations
7536,Sankar Sealing Systems,3.4,Auto Components, New Delhi ,10 other locations
7537,Oriano Clean Energy,4.1,Power, New Delhi ,25 other locations
7538,Freshersworld.com,4.0,Recruitment, New Delhi ,22 other locations
7539,CHCS Services India Pvt. Ltd.,2.5,Insurance, New Delhi ,4 other locations
7540,Tata International Vehicle Applications,3.5,Auto Components, New Delhi ,11 other locations
7541,Dit University,3.8,Education & Training, New Delhi ,6 other locations
7542,Gulf Contracting,4.4,Engineering & Construction, New Delhi ,12 other locations
7543,Simbhaoli Sugars,4.0,Food Processing, New Delhi ,9 other locations
7544,Brilliant Bio Pharma,3.5,Biotechnology, New Delhi ,11 other locations
7545,Responsive Industries,3.1,Building Material, New Delhi ,12 other locations
7546,vista Processed foods (A OSI GROUP),4.2,Analytics & KPO, New Delhi ,11 other locations
7547,LARVOL,3.7,Pharma, New Delhi ,8 other locations
7548,Rooter,4.3,Gaming, New Delhi ,4 other locations
7549,Multisoft Systems,2.9,Education & Training, New Delhi ,1 other locations
7550,Alter Domus,3.0,Financial Services, New Delhi ,4 other locations
7551,Astreya,3.5,IT Services & Consulting, New Delhi ,6 other locations
7552,Cmunity Innovations,3.4,Internet, New Delhi ,15 other locations
7553,KellyOCG,3.8,Recruitment, New Delhi ,8 other locations
7554,Fujitsu General (India) Private Limited,3.7,Consumer Electronics & Appliances, New Delhi ,21 other locations
7555,G K Winding Wires,3.7,Accounting & Auditing, New Delhi ,8 other locations
7556,WeWork India Management,3.7,Real Estate, New Delhi ,8 other locations
7557,Marcura India,3.5,Ports & Shipping, New Delhi ,5 other locations
7558,Travel Retail Services,3.8,Retail, New Delhi ,11 other locations
7559,Aryan Pumps & Enviro Solutions,3.5,Waste Management, New Delhi ,11 other locations
7560,Dealsdray Online,2.7,Software Product, New Delhi ,9 other locations
7561,ProstarM Info Systems,3.9,Electronics Manufacturing, New Delhi ,19 other locations
7562,Satin Housing Finance,2.9,Financial Services, New Delhi ,27 other locations
7563,Synoptek,3.5,IT Services & Consulting, New Delhi ,2 other locations
7564,Morphedo Technologies,4.1,Emerging Technologies, New Delhi ,1 other locations
7565,Corporation Bank,4.7,Banking, New Delhi ,33 other locations
7566,NMSWorks Software,4.1,IT Services & Consulting, New Delhi ,9 other locations
7567,Dimension India Network,3.2,IT Services & Consulting, New Delhi ,13 other locations
7568,Krishna Institute of Engineering & Technology,4.1,Education & Training, New Delhi ,7 other locations
7569,Presidency School,3.2,Education & Training, New Delhi ,11 other locations
7570,Roseate Hotels & Resorts,3.5,Hospitality, New Delhi ,4 other locations
7571,Mom's Belief,4.2,Education & Training, New Delhi ,24 other locations
7572,ABV Rock Group,4.3,Engineering & Construction, New Delhi ,13 other locations
7573,Think,2.7,Education & Training, New Delhi ,23 other locations
7574,Shaze Luxury Retail,3.0,Retail, New Delhi ,14 other locations
7575,Bhole Baba Milk Food Industries,3.9,Food Processing, New Delhi ,15 other locations
7576,Zenotech Laboratories,3.6,Biotechnology, New Delhi ,6 other locations
7577,Ocube Services,3.1,BPO, New Delhi ,4 other locations
7578,Singhi & Co.,3.2,Accounting & Auditing, New Delhi ,10 other locations
7579,Intech Systems,3.7,IT Services & Consulting, New Delhi ,9 other locations
7580,Shiv Nadar School,4.1,Education & Training, New Delhi ,5 other locations
7581,Octro,2.9,Software Product, New Delhi ,5 other locations
7582,DAR Engineering,3.0,Urban Transport, New Delhi ,7 other locations
7583,Rcpl Logistics,3.1,Logistics, New Delhi ,21 other locations
7584,Addison,3.0,Design, New Delhi ,12 other locations
7585,Pacific It Consulting,3.2,Recruitment, New Delhi ,10 other locations
7586,QSS Technosoft Inc.,2.6,IT Services & Consulting, New Delhi ,2 other locations
7587,NCL Alltek & Seccolor,4.0,Furniture & Furnishing, New Delhi ,19 other locations
7588,Jawaharlal Nehru Medical College,4.3,Education & Training, New Delhi ,14 other locations
7589,AGD Biomedicals,3.8,Healthcare, New Delhi ,16 other locations
7590,Isthara,3.6,Internet, New Delhi ,10 other locations
7591,Hush Puppies,4.0,Internet, New Delhi ,20 other locations
7592,Jones Lang Lasalle Property and Asset  management.,4.4,Real Estate, New Delhi ,16 other locations
7593,Hind Institute Of Medical Sciences,3.6,Healthcare, New Delhi ,5 other locations
7594,Sharadha Terry Products,3.3,Fashion & Textile, New Delhi ,9 other locations
7595,Mores Techno Private Limited,4.9,Real Estate, New Delhi ,5 other locations
7596,ICRI,3.4,Education & Training, New Delhi ,8 other locations
7597,Dlf Home Developers,4.0,Real Estate, New Delhi ,9 other locations
7598,Airan Consultant,3.6,IT Services & Consulting, New Delhi ,25 other locations
7599,Oil Field Instrumentation,3.2,Oil & Gas, New Delhi ,12 other locations
7600,WHSmith,4.5,Retail, New Delhi ,14 other locations
7601,Modus Information Systems,3.7,IT Services & Consulting, New Delhi ,8 other locations
7602,PROWIZ MANSYSTEMS,3.3,Logistics, New Delhi ,15 other locations
7603,Prakhar Software Solutions,3.3,Software Product, New Delhi ,14 other locations
7604,Delton Cables,3.5,Electronics Manufacturing, New Delhi ,12 other locations
7605,Egen (Formerly SpringML),3.9,IT Services & Consulting, New Delhi ,3 other locations
7606,Omnist Techhub Solutions,4.9,IT Services & Consulting, New Delhi ,2 other locations
7607,Maini Materials Movement,3.9,Industrial Machinery, New Delhi ,12 other locations
7608,Icreon Communications,2.8,IT Services & Consulting, New Delhi ,6 other locations
7609,R K Enterprises,3.9,Engineering & Construction, New Delhi ,33 other locations
7610,Evon Technologies,3.5,IT Services & Consulting, New Delhi ,5 other locations
7611,Sky Gourmet Catering,4.6,Hospitality, New Delhi ,9 other locations
7612,HR+,4.5,Recruitment, New Delhi ,28 other locations
7613,TMI Network,3.3,Recruitment, New Delhi ,24 other locations
7614,Bamko,3.4,Marketing & Advertising, New Delhi ,1 other locations
7615,Ripplr,3.6,Internet, New Delhi ,11 other locations
7616,Shah Alloys,4.0,Iron & Steel, New Delhi ,4 other locations
7617,Taehwa Enterprises,3.0,Semiconductors, New Delhi ,6 other locations
7618,QRG Central Hospital & Research Centre,4.3,Healthcare, New Delhi ,5 other locations
7619,JSM Corporation,3.4,Hospitality, New Delhi ,10 other locations
7620,SI Group,4.1,Chemicals, New Delhi ,15 other locations
7621,Daawat Foods,3.9,Food Processing, New Delhi ,17 other locations
7622,Infoicon Technologies,3.9,IT Services & Consulting, New Delhi ,2 other locations
7623,IG Group,2.7,FinTech, New Delhi ,4 other locations
7624,Hansol Logistics,4.2,Logistics, New Delhi ,13 other locations
7625,Bihar Foundry Castings,4.0,Iron & Steel, New Delhi ,9 other locations
7626,Aipl Marketing,3.6,Marketing & Advertising, New Delhi ,37 other locations
7627,Achievers Spot,4.6,Education & Training, New Delhi ,13 other locations
7628,Rainbow School,3.5,Education & Training, New Delhi ,15 other locations
7629,Pathways World School,3.9,Education & Training, New Delhi ,4 other locations
7630,Asics,4.0,Education & Training, New Delhi ,20 other locations
7631,Itsy Bitsy,3.3,Financial Services, New Delhi ,15 other locations
7632,Stratsol Software Systems,3.6,Software Product, New Delhi ,11 other locations
7633,Indus Management Consultants,3.7,Management Consulting, New Delhi ,21 other locations
7634,Nova Pulse Ivf Clinic,3.9,Healthcare, New Delhi ,25 other locations
7635,Anglo-Eastern Group,3.7,Urban Transport, New Delhi ,16 other locations
7636,Shreem Electrics,3.5,Electrical Equipment, New Delhi ,19 other locations
7637,SIRPUR PAPER MILLS,4.0,Pulp & Paper, New Delhi ,7 other locations
7638,SafexPay,3.5,FinTech, New Delhi ,6 other locations
7639,BuildMyInfra,3.6,Engineering & Construction, New Delhi ,5 other locations
7640,Maruti Suzuki Insurance Broking,4.3,Insurance, New Delhi ,21 other locations
7641,Mechanical Contracting and Services Company,3.9,Engineering & Construction, New Delhi ,10 other locations
7642,Cambridge International School,4.1,Education & Training, New Delhi ,29 other locations
7643,Som Distilleries & Breweries,3.8,Beverage, New Delhi ,16 other locations
7644,Anabond,3.7,Chemicals, New Delhi ,14 other locations
7645,The AEC Associates,4.4,Architecture & Interior Design, New Delhi ,3 other locations
7646,Adrenalin Esystems,3.8,Software Product, New Delhi ,8 other locations
7647,Catbus Infolabs,2.8,Logistics, New Delhi ,10 other locations
7648,QBS Learning,2.2,Content Development, New Delhi ,4 other locations
7649,Skillsoft Software Services,3.5,EdTech, New Delhi ,5 other locations
7650,Lookman Electroplast Industries,2.6,Law Enforcement & Security, New Delhi ,15 other locations
7651,Cargoflash Infotech,2.5,IT Services & Consulting, New Delhi ,4 other locations
7652,Shree Enterprises,3.9,Industrial Machinery, New Delhi ,35 other locations
7653,Huf India,3.9,Auto Components, New Delhi ,5 other locations
7654,Weather Risk Management Services,2.7,Agriculture, New Delhi ,14 other locations
7655,AgVa Healthcare,2.6,Medical Equipment, New Delhi ,6 other locations
7656,Bhailal Amin General Hospital,4.3,Non-Profit, New Delhi ,2 other locations
7657,SILASER,3.3,Industrial Machinery, New Delhi ,2 other locations
7658,S K Patodia & Associates,3.5,Accounting & Auditing, New Delhi ,20 other locations
7659,iService India,3.7,Electrical Equipment, New Delhi ,8 other locations
7660,Fashion Accessories,4.3,Fashion & Textile, New Delhi ,8 other locations
7661,Pyramid E Services,3.4,Education & Training, New Delhi ,12 other locations
7662,Lazer Ken It Services,3.5,Design, New Delhi ,5 other locations
7663,Parishram Resources,3.7,Recruitment, New Delhi ,23 other locations
7664,Karadi Path Education Company,3.1,EdTech, New Delhi ,14 other locations
7665,Toshniwal Industries,3.1,Industrial Automation, New Delhi ,8 other locations
7666,Belmaks,3.2,Auto Components, New Delhi ,9 other locations
7667,Ratna Global Technologies,3.8,IT Services & Consulting, New Delhi ,4 other locations
7668,Medibuddy vHealth,3.1,Healthcare, New Delhi ,9 other locations
7669,Reverie Language Technologies,3.5,Software Product, New Delhi ,4 other locations
7670,Anko,4.0,IT Services & Consulting, New Delhi ,3 other locations
7671,Veko Care,3.1,Pharma, New Delhi ,7 other locations
7672,EnerMech,2.4,Architecture & Interior Design, New Delhi ,5 other locations
7673,Legacy Health,3.2,Analytics & KPO, New Delhi ,4 other locations
7674,Appen,3.7,IT Services & Consulting, New Delhi ,13 other locations
7675,Allied Engineering Works,4.1,Electrical Equipment, New Delhi ,12 other locations
7676,National Innovation Foundation,4.0,Government, New Delhi ,19 other locations
7677,Park Avenue,4.5,Beauty & Personal Care, New Delhi ,38 other locations
7678,Mapei,4.1,Chemicals, New Delhi ,25 other locations
7679,Rana Motors,4.1,Automobile, New Delhi ,7 other locations
7680,Resil Chemicals,4.1,Building Material, New Delhi ,10 other locations
7681,Kiran Udyog Auto Industries,3.8,Auto Components, New Delhi ,14 other locations
7682,Macmillan Education,3.5,Printing & Publishing, New Delhi ,31 other locations
7683,Rajoo Engineers,3.9,Industrial Machinery, New Delhi ,6 other locations
7684,Manipal Group,4.3,Healthcare, New Delhi ,20 other locations
7685,Kajima India,4.3,Engineering & Construction, New Delhi ,10 other locations
7686,Recon Oil Industries,3.8,FMCG, New Delhi ,22 other locations
7687,Nippon Steel Sumikin Engineering,4.0,Engineering & Construction, New Delhi ,5 other locations
7688,Electronic Payment And Services,4.5,Financial Services, New Delhi ,17 other locations
7689,Alexis Multispeciality Hospital,4.2,Healthcare, New Delhi ,2 other locations
7690,Calcom Vision,3.5,Electrical Equipment, New Delhi ,8 other locations
7691,JiBe Development Services,2.9,Software Product, New Delhi ,7 other locations
7692,Pragati Infra Solutions,4.0,Real Estate, New Delhi ,14 other locations
7693,Neugene International,4.5,IT Services & Consulting, New Delhi ,20 other locations
7694,Omya,3.7,Chemicals, New Delhi ,7 other locations
7695,ECE Elevators,3.8,Industrial Machinery, New Delhi ,21 other locations
7696,GoComet,4.2,IT Services & Consulting, New Delhi ,6 other locations
7697,Galaxy Group,4.1,Real Estate, New Delhi ,12 other locations
7698,Omron Automation,3.8,Consumer Electronics & Appliances, New Delhi ,12 other locations
7699,Al Mulla Group,3.3,Non-Profit, New Delhi ,10 other locations
7700,HL Agro Products Private Limited,4.0,Food Processing, New Delhi ,7 other locations
7701,ECI Telecom,4.4,Hardware & Networking, New Delhi ,15 other locations
7702,MNR Solutions,4.1,Recruitment, New Delhi ,7 other locations
7703,Medicef Pharma,3.9,Pharma, New Delhi ,7 other locations
7704,Agni Steels,4.3,Iron & Steel, New Delhi ,22 other locations
7705,Team Pumpkin,4.0,Marketing & Advertising, New Delhi ,5 other locations
7706,Radio City,3.4,Broadcasting, New Delhi ,29 other locations
7707,Tectoro Consulting,3.0,IT Services & Consulting, New Delhi ,3 other locations
7708,Supreme Housing Finance,3.6,Financial Services, New Delhi ,25 other locations
7709,Resonance Energy,3.9,Management Consulting, New Delhi ,23 other locations
7710,Carysil,3.9,Furniture & Furnishing, New Delhi ,12 other locations
7711,The Acetech Machinery Components,3.3,Industrial Machinery, New Delhi ,4 other locations
7712,Emoha Elder Care,3.0,Fitness & Wellness, New Delhi ,11 other locations
7713,FNZ,3.5,FinTech, New Delhi ,8 other locations
7714,Fowler Westrup,4.0,Industrial Machinery, New Delhi ,10 other locations
7715,Techjockey Infotech Pvt.Ltd.,4.0,Internet, New Delhi ,4 other locations
7716,PruTech Solutions,4.0,IT Services & Consulting, New Delhi ,12 other locations
7717,Pathfinder Educational Centre,2.5,Education & Training, New Delhi ,14 other locations
7718,Vijaya Bank,3.4,Banking, New Delhi ,30 other locations
7719,CMS Securitas,3.6,IT Services & Consulting, New Delhi ,35 other locations
7720,Chelsea Mills LLP,3.2,Import & Export, New Delhi ,3 other locations
7721,Datasigns Technologies,4.2,FinTech, New Delhi ,9 other locations
7722,Bolt.Earth,3.3,Automobile, New Delhi ,7 other locations
7723,Pradhan Mantri Kaushal Kendra,4.4,Non-Profit, New Delhi ,57 other locations
7724,Daksh eServices,3.3,BPO, New Delhi ,11 other locations
7725,Suryadev Alloys And Power,3.7,Power, New Delhi ,3 other locations
7726,Radiate E Services,2.8,BPO, New Delhi ,3 other locations
7727,Varian Medical Systems International India,4.2,Medical Equipment, New Delhi ,5 other locations
7728,Roofsol Energy,3.6,Power, New Delhi ,11 other locations
7729,BPO Systems,4.4,IT Services & Consulting, New Delhi ,31 other locations
7730,Pace Digitek Limited,3.8,Telecom, New Delhi ,23 other locations
7731,Saarthi Pedagogy,2.8,EdTech, New Delhi ,21 other locations
7732,Shivani Detergents,4.0,FMCG, New Delhi ,26 other locations
7733,Tenet Diagnostics,3.9,Healthcare, New Delhi ,11 other locations
7734,Business Octane Solutions,4.3,Education & Training, New Delhi ,7 other locations
7735,Crystal Travel,4.0,Travel & Tourism, New Delhi ,2 other locations
7736,Suhail Bahwan Group,4.2,Management Consulting, New Delhi ,14 other locations
7737,BECIL,3.2,Government, New Delhi ,21 other locations
7738,ABES Engineering College,3.7,Education & Training, New Delhi ,7 other locations
7739,Nissan Renault Financial Servicies India (NRFSI),3.9,Financial Services, New Delhi ,21 other locations
7740,KARL STORZ,3.8,Healthcare, New Delhi ,18 other locations
7741,National Remote Sensing Centre,3.9,Government, New Delhi ,11 other locations
7742,Pragmasys Consulting LLP,3.9,IT Services & Consulting, New Delhi ,5 other locations
7743,NDR Auto Components,4.1,Auto Components, New Delhi ,8 other locations
7744,Sapphire Infocom,4.7,IT Services & Consulting, New Delhi ,4 other locations
7745,Elcomponics Sales,3.4,Electronics Manufacturing, New Delhi ,6 other locations
7746,Paramount Surgimed,3.3,Medical Equipment, New Delhi ,9 other locations
7747,Konverge Technologies,3.4,IT Services & Consulting, New Delhi ,11 other locations
7748,Global Software Resources,3.4,IT Services & Consulting, New Delhi ,11 other locations
7749,Bikano,3.5,Food Processing, New Delhi ,20 other locations
7750,Lavazza,3.8,Beverage, New Delhi ,15 other locations
7751,Bostik,3.7,Chemicals, New Delhi ,15 other locations
7752,Amazin Automation Solutions India,3.6,IT Services & Consulting, New Delhi ,11 other locations
7753,Epps Infotech,3.1,IT Services & Consulting, New Delhi ,6 other locations
7754,Tringapps Research Labs,3.6,IT Services & Consulting, New Delhi ,5 other locations
7755,Sports Authority of India,3.7,Government, New Delhi ,24 other locations
7756,M2P Solutions,3.4,Financial Services, New Delhi ,6 other locations
7757,National Projects Construction Corporation,4.0,Engineering & Construction, New Delhi ,18 other locations
7758,World Health Partners,4.2,Non-Profit, New Delhi ,17 other locations
7759,In4velocity Systems,4.2,Software Product, New Delhi ,11 other locations
7760,Forvis Mazars,3.3,Accounting & Auditing, New Delhi ,9 other locations
7761,GemPundit,3.6,Jewellery, New Delhi ,3 other locations
7762,Allena Auto Industries,3.2,Auto Components, New Delhi ,5 other locations
7763,Sahaj Retail,3.3,Government, New Delhi ,14 other locations
7764,Version 1,3.8,IT Services & Consulting, New Delhi ,5 other locations
7765,Greystar,3.7,Real Estate, New Delhi ,4 other locations
7766,Statcon Electronic,4.2,Industrial Machinery, New Delhi ,14 other locations
7767,Instantpay,3.8,Internet, New Delhi ,21 other locations
7768,East India Pharmaceutical Works,3.3,Pharma, New Delhi ,25 other locations
7769,Safari Company,3.7,Travel & Tourism, New Delhi ,16 other locations
7770,W Pratiksha Hospital,4.3,Healthcare, New Delhi ,3 other locations
7771,AbsolutData,3.7,IT Services & Consulting, New Delhi ,5 other locations
7772,Prumatech Services,4.0,Industrial Machinery, New Delhi ,12 other locations
7773,Quicktouch Technologies,3.3,EdTech, New Delhi ,3 other locations
7774,ESI Hospital,4.4,Healthcare, New Delhi ,28 other locations
7775,Galfar Al Misnad Engineering Contracting W L L,4.1,Engineering & Construction, New Delhi ,7 other locations
7776,Jaipuria Institute of Management,4.0,Education & Training, New Delhi ,9 other locations
7777,MBB LABS,2.9,Banking, New Delhi ,3 other locations
7778,Cnc Web World,4.3,Education & Training, New Delhi ,6 other locations
7779,Vu Televisions,3.2,Electronics Manufacturing, New Delhi ,13 other locations
7780,Alstonia Consulting,3.8,IT Services & Consulting, New Delhi ,17 other locations
7781,SPM Medicare,3.3,Medical Equipment, New Delhi ,6 other locations
7782,Alcobrew Distilleries India,4.4,Beverage, New Delhi ,31 other locations
7783,Resideo,3.9,Internet, New Delhi ,13 other locations
7784,Magnolia Martinique Clothing,3.1,Government, New Delhi ,4 other locations
7785,MPMKVVCL,3.7,Government, New Delhi ,21 other locations
7786,Nccl,4.1,Agriculture, New Delhi ,23 other locations
7787,ESDEE PAINTS,3.3,Chemicals, New Delhi ,16 other locations
7788,PISOFTEK,2.1,IT Services & Consulting, New Delhi ,2 other locations
7789,Roche Diabetes Care,3.7,Healthcare, New Delhi ,17 other locations
7790,Convergent Wireless Communications,4.6,Telecom, New Delhi ,16 other locations
7791,Narayana Multi Specialty Hospital,4.3,Healthcare, New Delhi ,12 other locations
7792,Kuwy Digital Lender,3.4,Internet, New Delhi ,28 other locations
7793,Propshop,3.1,Real Estate, New Delhi ,6 other locations
7794,AltF Coworking,3.4,Real Estate, New Delhi ,5 other locations
7795,Verisk Analytics,3.6,IT Services & Consulting, New Delhi ,3 other locations
7796,Bucher Hydraulics,4.3,Auto Components, New Delhi ,4 other locations
7797,ZOOMLION,3.3,Analytics & KPO, New Delhi ,18 other locations
7798,ARCOP Associates,3.7,Architecture & Interior Design, New Delhi ,5 other locations
7799,i2k2 Networks,4.2,IT Services & Consulting, New Delhi ,4 other locations
7800,Ixigo.com,3.7,Travel & Tourism, New Delhi ,6 other locations
7801,NS Matrix Services,2.3,Financial Services, New Delhi ,2 other locations
7802,Anb Solutions,3.5,Management Consulting, New Delhi ,8 other locations
7803,(Yuantai Logistics) Yuantai International Supply Chain Management,3.2,Logistics, New Delhi ,8 other locations
7804,Hercules Structural Systems,2.5,Industrial Machinery, New Delhi ,7 other locations
7805,KritiLabs Technologies,3.3,Internet, New Delhi ,15 other locations
7806,Skilrock Technologies,3.9,IT Services & Consulting, New Delhi ,1 other locations
7807,Neha Herbals,4.3,Beauty & Personal Care, New Delhi ,29 other locations
7808,Relay Express,4.1,Travel & Tourism, New Delhi ,25 other locations
7809,Dtss,4.0,Facility Management Services, New Delhi ,20 other locations
7810,Ashoka Builders,3.7,Real Estate, New Delhi ,5 other locations
7811,Nikom Infrasolutions,3.6,IT Services & Consulting, New Delhi ,10 other locations
7812,Gramstrong,3.2,Industrial Machinery, New Delhi ,5 other locations
